Screen_Name,Tweet_Text,Follower_Count 
b'rpprevost',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",42
b'itsDLBrown',b'Watch this chart until the very end. Are we all doing our part? #covid #COVID19 #SocialDistancing #Alabama #ADPH\xe2\x80\xa6 https://t.co/FQowxwgrJ3',114
b'themiterman',"b'RT @LLaws2: @RBReich Why are #TrumpsLies being used to defame Dr Fauci. WHO IS PAYING FOR THIS DEFAMATION of a 40 years Expert, that worked\xe2\x80\xa6'",3160
b'hope_sherman',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",2219
b'banks_harken',b'RT @Marlene45MAGA: \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3 \n#FlattenTheCurve? Does anyone believe we will ever know the truth about #coronavirus and #COVID? \n#M45MP https://t.\xe2\x80\xa6',16643
b'Fooxae',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",30
b'drvishal82',b'Our study quoted today in @TOIIndiaNews \nKey messages: Liver enzyme abnormality common in #Covid_19; Usually not a\xe2\x80\xa6 https://t.co/QZY7cvZGhE',659
b'idktw2',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",513
b'NormanHermant',b'Build the wall!!  \n\n@startoons channels #covid #Canada \n\n#canpoli  #uspoli https://t.co/ymsANACTJV',4487
b'ZoePerdue',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",1105
b'Regan_Carter',"b'RT @DarlaShine: Just spoke an ER doc in S Florida, asked if his ER is full, he said ""hospitals are full cuz once we opened people booked th\xe2\x80\xa6'",149
b'water_ic',b'work at home again from today on\n\n#covid-19',17947
b'jamielynn_xx',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",110
b'atse12345',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',108
b'ErinSnider10',"b'RT @B52Malmet: Since we know #COVID is airborne, how will schools fix their ventilation systems to address this? How can airborne transmiss\xe2\x80\xa6'",16433
b'dagmarhite',"b'RT @AlexBerenson: Yet another report on kids and #Covid, this one from the Dutch public health institute, finds children are at ~0 risk fro\xe2\x80\xa6'",5
b'rosieposie48',"b'RT @themoneycoach: Like most Americans, I trust Dr. Fauci\xe2\x80\x99s scientific knowledge &amp; expertise.\n\nNo matter what the White House says, Dr. Fau\xe2\x80\xa6'",49
b'acm_redfox',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",114
b'deanbc1',"b'RT @KimPKAG2020: Cover-ups at highest levels of (CCP) to control #Covid narrative: what China knew, when it knew it, what edited info it pe\xe2\x80\xa6'",71090
b'sihag_daulat',b'RT @ROBChandigarh: Day 3 of our awareness drive on #COVID19 in #Jalandhar. Auto moving through Maqdoompura Containment Zone in Jalandhar. A\xe2\x80\xa6',16
b'ShamSun21621950',"b'RT @ishafoundation: Through stringent social distancing, hygiene and unique best practices, #IshaYogaCenter has remained #COVID-19 free thr\xe2\x80\xa6'",5
b'AquaponicsUSA',b'Faith in Quick Test Leads to Epidemic That Wasn\xe2\x80\x99t https://t.co/zOlN3igjXv #covid',5237
b'EliseErosenb827',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",10211
b'travelingking1',"b'RT @DavidHarrisAJC: When I wonder how long we\xe2\x80\x99ll be in #COVID lockdown, I think of my:\n\n-Wife, then 16, hiding for weeks in Libya in 1967,\xe2\x80\xa6'",3987
b'jendifrancesco',b'RT @coteau: How much is the Conservative government doing to support Ontarians? A lot less than @fordnation  implies!\n\nWhere are supports f\xe2\x80\xa6',244
b'agargmd',b'NZ Prime Minister right now... #covid19 #coronavirus #covid-19 https://t.co/9TWtuoQX6b https://t.co/Z6VxkpXkUv',7340
b'RubyWatch63',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead corrections officer, 47\nSheila Rivera worked at Cook County jail and died from #COVID.  Because she diabetes, her br\xe2\x80\xa6'",376
b'DaysMasked',b'RT @bornTelanganite: People :\n\nAsthematic \n\nSevere pneumonia \n\nDiabetics on insulin\n\nKidney patients on dialysis \n\nHeart patients prone to\xe2\x80\xa6',621
b'COVIDNewsByMIB',"b'#IndiaFightsCorona:\n\n\xf0\x9f\x93\x8dSteps to take when #COVID cases occur in offices\n\n\xe2\x9e\xa1\xef\xb8\x8fIn general, staff showing flu-like illnes\xe2\x80\xa6 https://t.co/MRgwbVV4Dd'",95998
b'Whhaymd',b'#Mask Exemptions During the #COVID-19 Pandemic\xe2\x80\x94A New Frontier for Clinicians https://t.co/q7goZEogZU',246
b'jzomom',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',43
b'KariSealund',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',113
b'ellenJo86632785',b'RT @SamaniegoHale: .@POTUS Do for #ALS what you did for #COVID. #ALS is 100% fatal!\nHelp ALS patients access promising treatments NOW! We d\xe2\x80\xa6',12
b'Grandmomsshadow',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',371
b'ellenJo86632785',b'RT @SamaniegoHale: .@FLOTUS Do for #ALS what you did for #COVID. #ALS is 100% fatal!\nHelp ALS patients access promising treatments NOW! We\xe2\x80\xa6',12
b'Grandmomsshadow',"b""RT @Cleavon_MD: He was found to have #COVID by the medical examiner. He likely had a PE due to COVID. However, if you're not admitted to th\xe2\x80\xa6""",371
b'sjenkyns',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',55
b'ellenJo86632785',b'RT @minnadillard: HELP US LIVE PLEASE!!!! @VP Do for #ALS what you did for #COVID. #ALS is 100% fatal!\nHelp ALS patients access promising t\xe2\x80\xa6',12
b'RatanSaud15',"b'RT @himantabiswa: \xf0\x9f\x93\x8cAlert ~ 735 new #COVID ve+ cases in Assam, 400 in Guwahati alone.\n\nAwareness \xe2\x9e\xa1 Precautions \xe2\x9e\xa1 Care \xe2\x9e\xa1 Compassion ~ Key aga\xe2\x80\xa6'",10
b'SickofitAllToo',b'RT @sazzygram3: I think my heart just broke. A ER charge nurse friend told me that the way Covid is being handled she feels disposable. Man\xe2\x80\xa6',7
b'Grandmomsshadow',"b'RT @Cleavon_MD: Now we know that #COVID causes coagulation abnormalities resulting in pulmonary embolisms, strokes, cardiac arrests and DVT\xe2\x80\xa6'",371
b'ellenJo86632785',b'RT @SamaniegoHale: .@RepAnnaEshoo Do for #ALS what you did for #COVID. #ALS is 100% fatal!\nHelp ALS patients access promising treatments NO\xe2\x80\xa6',12
b'sweetnonnie',b'RT @JaniceGW: LOL!  Diversion won\xe2\x80\x99t make Covid go away!  #covid #CorruptGOP #DeSantisResign',9984
b'Grandmomsshadow',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",371
b'hsmcnp',"b'RT @mommamia1217: I wonder what the family members of the over 133,000 Americans who perished of #Covid do for a little escape and relaxati\xe2\x80\xa6'",684
b'Momoo1964',b'WE HAVE TO LEARN THE ART OF LIVING WITH #CORONA. LET US  ALL START OUR ROUTINE  AMID \nFIGHTING WITH  PANDEMIC  #COVID-19 .OTHERWISE .....!?',305
b'washiwashi19',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',18
b'shashikantupadh',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',143
b'Happy_Hunter58',b'RT @hollyIve: #Whitmer\xe2\x80\x99s unilateral control over the lives of 10 million people since March has spurred several lawsuits challenging the go\xe2\x80\xa6',293
b'TotallyThesh',b'If I hear another person telling me that the metal pieces in the face masks are linked to the #5G towers. And that\xe2\x80\xa6 https://t.co/uSj2Mp0I6t',49
b'k_madhusudhakar',b'RT @Ravindra_TNIE: An #elderlyperson carrying food provided by an #NGO to the #homeless people in #containment zone due to #COVID-19 in #Vi\xe2\x80\xa6',43
b'ellenJo86632785',b'RT @SamaniegoHale: .@SenKamalaHarris Do for #ALS what you did for #COVID. #ALS is 100% fatal!\nHelp ALS patients access promising treatments\xe2\x80\xa6',12
b'ZafarKhizar',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",137
b'PourTheChamps',"b'@realDonaldTrump their leaders managed this well months ago. Also...they have universal healthcare, paid sick time\xe2\x80\xa6 https://t.co/87wDrqBrxz'",73
b'CautiouslyW',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",193
b'SukhijaAnupam',b'RT @KamAvida: Find ways to reduce waste dumped in mangroves: NGT \n\n#kamavida #Kam #avida #SwachhBharat #MyCleanIndia #Mumbai #clean #wastem\xe2\x80\xa6',13
b'ellenJo86632785',b'RT @sandratebarcoll: #Nurown Please!!!! @US_FDA Do for #ALS what you did for #COVID. #ALS is 100% fatal!\nHelp ALS patients access promising\xe2\x80\xa6',12
b'CautiouslyW',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',193
b'emilybradburyks',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",289
b'Phil_Sports',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",6965
b'Twanomatic2',b'RT @AliBeckZeck: What would happen if #ChildrensLivesMatter protests started popping up all over the globe? Would the left get behind it or\xe2\x80\xa6',925
b'scsharma333',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",1964
b'ellenJo86632785',b'RT @SamaniegoHale: .@FLOTUS Do for #ALS what you did for #COVID. #ALS is 100% fatal!\nHelp ALS patients access promising treatments NOW! We\xe2\x80\xa6',12
b'Jennife60216481',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',114
b'ChibaMadelaine',b'RT @kat_cary: \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb3\xf3\xa0\x81\xa3\xf3\xa0\x81\xb4\xf3\xa0\x81\xbf@NicolaSturgeon raises an important question:\nWhat are these excess deaths [regarding #carehomes] in England attributa\xe2\x80\xa6',116
b'ecotraveler',b'RT @StarAdvertiser: Trump aides undercut Dr. Anthony Fauci as he speaks up on coronavirus concerns \n https://t.co/HOU4TDKazo #coronavirus #\xe2\x80\xa6',5736
b'RuuArmaan22',"b'RT @rha_india: A big shout out to @ABPNews for supporting us in our #Covid fight against #Hunger, help us take #Mission30M to every corner\xe2\x80\xa6'",578
b'gmdools',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",39
b'fauxnemes',"b'RT @AFP: The 30 year-old Texas man thought the novel #coronavirus pandemic was a hoax, and died after being infected at a ""#COVID-19 party""\xe2\x80\xa6'",357
b'yayayarndiva',b'RT @askdrstephanie: https://t.co/BhsdJpjopP\nWhere was the protection? Way too many workers got sick. #SafetyFirst #COVID #disparities',12994
b'ashleylayne111',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',2395
b'shabi997',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",174
b'claude859',"b""RT @sazzygram3: My nurse friend with 30 yrs of experience is considering quitting. \nI really don't blame her. She says they're already bein\xe2\x80\xa6""",511
b'James_Seher',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",215
b'SOAR12steps',b'Listen to the most recent episode of my podcast: Ambient noise relaxation meditation  https://t.co/OrRaVdssxl\xe2\x80\xa6 https://t.co/8U2g3NRNvF',1354
b'erfannet',"b'RT @TheGOO82440954: I go goofing, others do dying. It\xe2\x80\x99s a free country. I don\xe2\x80\x99t hear any complaints from the dead. I must have a lot of foo\xe2\x80\xa6'",0
b'shashikantupadh',"b'RT @WeatherChambers: Solid reporting, as always, from my former @KRCG13 colleague and fellow @Mizzou alum @willripleyCNN. The U.S. should b\xe2\x80\xa6'",143
b'FCervantesSodi',b'Doubling #COVID-19 cases and deaths in Mexico.\n\n#COVID19mx : \n#Masks4All \n#QuedateEnCasa https://t.co/AKwM09UTEu',486
b'mattposting',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',66
b'TheGOO82440954',"b'I go goofing, others do dying. It\xe2\x80\x99s a free country. I don\xe2\x80\x99t hear any complaints from the dead. I must have a lot of\xe2\x80\xa6 https://t.co/ygGI07ZzOu'",11
b'rkolberg',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",466
b'snorfel1',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",11601
b'HealthyandFitn8',b'RT @HealthyandFitn8: HEALTHY AND FITNESS: 13 WARNING SYMPTOMS OF DEHYDRATION MOST PEOPLE IGNORE https://t.co/j0fqfUValQ #health #fitness #C\xe2\x80\xa6',83
b'spc52',"b""RT @Dec1968: @GregAbbott_TX As of Thursday July 10, 2020, Texas has had 2,918 COVID deaths with 29,900,000 residents. \n\nThat's 0.0097% dead\xe2\x80\xa6""",51
b'FrancaRose33',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale!\n60 y.o. John McDaniel died from #COVID after calling it a ""political ploy"" \n\nHe called the #Ohio shutdow\xe2\x80\xa6'",4828
b'Melodie_Keshani',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",120
b'Ashok2103',"b'Immunity to #Covid-19 could be lost in months, UK study suggests https://t.co/UtDQR4FcY8'",272
b'ShivaCharanN1',b'RT @atc_iitjee_neet: How to Remain Healthy  in  Corona \n\n#COVID__19 \n#Corona \n#COVID \n#IndiaFightsCorona https://t.co/f16FAyH4TI',0
b'blitzntj1976',"b'RT @dawgfacedpony: Who do you trust more, your God given #immunesystem or the #government?  https://t.co/dzX6LCzxIt #Florida #COVID #VirusH\xe2\x80\xa6'",14166
b'GrandmaCindy4',b'RT @InconvenientTr5: @ReallyAmerican1 \xf0\x9f\x9a\xa8BIGGEST QUESTION of 2020: \n\nWHERE was #Trump in JANUARY-FEBRUARY when #COVID was Hitting #USA ???\n\n\xf0\x9f\xa4\xa1\xe2\x80\xa6',39
b'mickdarling',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",2410
b'ChristinLuvsSno',"b'RT @WeatherChambers: Solid reporting, as always, from my former @KRCG13 colleague and fellow @Mizzou alum @willripleyCNN. The U.S. should b\xe2\x80\xa6'",1238
b'malavemark',b'@JRubinBlogger They already killed all the old people in NY.  That\xe2\x80\x99s competent? @NYGovCuomo #COVID',355
b'RajaThiagarajan',"b""It wasn't so much the mistakes that people made but how flexible they were in their aftermath that made all the dif\xe2\x80\xa6 https://t.co/qcrbBOQhyW""",43
b'lookingstupid',"b'RT @AFP: The 30 year-old Texas man thought the novel #coronavirus pandemic was a hoax, and died after being infected at a ""#COVID-19 party""\xe2\x80\xa6'",295
b'haleyelijahva',b'@realDonaldTrump is such an ass. Now he\xe2\x80\x99s going to blame Dr. #Fauci for \xe2\x80\x9cmaking mistakes\xe2\x80\x9d. #Trump didn\xe2\x80\x99t listen. He\xe2\x80\xa6 https://t.co/vjh6Dtdq9q',45
b'teamcombover16',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',31423
b'steven_l_cox',b'RT @CharlieVNathan: Why masks are useless and possibly harmful. #Covid #WearAMask #Dont https://t.co/YosfXOjVc4',17800
b'SMILEYBEAR8888',"b""RT @sazzygram3: My nurse friend with 30 yrs of experience is considering quitting. \nI really don't blame her. She says they're already bein\xe2\x80\xa6""",276
b'VietNameXchange',b'RT @FinancialXpress: World\xe2\x80\x99s first #COVID-19 vaccine! Russia\xe2\x80\x99s Sechenov University completes clinical trials of #CoronavirusVaccine https:/\xe2\x80\xa6',1243
b'patreshhiremath',b'RT @PriyankKharge: Now there will be no #Covid testing in Kalaburagi for 2 days. Already there so many pending cases &amp; new ones are coming\xe2\x80\xa6',332
b'hansappen',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",2518
b'JaniceGW',b'LOL!  Diversion won\xe2\x80\x99t make Covid go away!  #covid #CorruptGOP #DeSantisResign https://t.co/Idu7OrdqcP',3117
b'JenuineArtworks',b'they would have them Teach\nfrom podiums made of\ncaskets\n\n#covid',116
b'KimBergie',"b'\xe2\x80\x9cI think I made a mistake.\xe2\x80\x9d\nCOVID parties...\nHoax...\nOver 137,000 dead...\n3.4 million total cases...\nLet all that s\xe2\x80\xa6 https://t.co/nLSHneNsPM'",1223
b'BillTho96754083',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 37\nRichard Rose, Iraq War Vet, is another tragic story of a young person refusing to believe science and wear a m\xe2\x80\xa6'",671
b'DarkestMe4',b'RT @aryadoctoryet: Need a vacation? Me too! \nToo bad the American passport keeps losing global value. \n\nPre vs Post #COVID:\nUS Passport Tra\xe2\x80\xa6',0
b'XposeBlackCrime',"b""#ChineseVirologist Fled Country After #COVID Cover-Up, Now She's Telling the World What She Saw:\xe2\x80\xa6 https://t.co/bsqa4kN6Zi""",3582
b'greenbkg',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',197
b'ImRainaDheeraj',b'RT @bornTelanganite: People :\n\nAsthematic \n\nSevere pneumonia \n\nDiabetics on insulin\n\nKidney patients on dialysis \n\nHeart patients prone to\xe2\x80\xa6',167
b'akbformpls',"b'RT @MarkedByCovid: Dad, I know you\xe2\x80\x99d love this and we are just getting started. #covid #COVID__19 #Arizona #ArizonaCovid19 @dougducey https\xe2\x80\xa6'",243
b'ProLifeAll',"b""RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale - Covid ain't no joke \nFreddie Garza died from #COVID in #Texas. Like many young people he thought he was\xe2\x80\xa6""",1918
b'DeborahNetburn',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",10690
b'SueM21731182',b'RT @Out5p0ken: I fu(king told you \xe2\x80\x94 the Trump admin is going to dump on Fauci and blame him for their mishandling of #COVID \n\nDamn them to\xe2\x80\xa6',296
b'risinox_',"b""RT @Cleavon_MD: .@realDonaldTrump and @GOP, \nLetting everyone American get infected by #COVID is NOT a plan, it's a CRIME Against Humanity\xe2\x80\xbc\xef\xb8\x8f""",107
b'Piyu_Ke',b'RT @SteveDavisUCI: Latest results from @Carbon_Monitor show the ongoing effects of #COVID on daily CO2 emissions in various countries/secto\xe2\x80\xa6',14
b'Ashok2103',"b'As #Covid-19 persists around the world, death is not the only outcome to fear | Gideon Meyerowitz-Katz https://t.co/mvbfSlemJx'",272
b'cblazblaz',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',1476
b'Sriniva58519584',"b'RT @C_P_Gurnani: As #COVID19 continues to dominate our lives, ensuring safety &amp; easing things for our colleagues become doubly critical.\xe2\x80\xa6'",79
b'RNbecca324',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",268
b'CitizenSnap',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',1216
b'lorilockwood515',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',5428
b'ScienceData30',b'People need to stop going to Dr. Fauci for medical advice and come to me for #COVID! I had the formula from the beg\xe2\x80\xa6 https://t.co/9wJ4hOGeQD',132
b'cblazblaz',"b""RT @Cleavon_MD: He was found to have #COVID by the medical examiner. He likely had a PE due to COVID. However, if you're not admitted to th\xe2\x80\xa6""",1476
b'Fonte09',"b'RT @Adam4NY: Florida\xe2\x80\x99s record number of new #COVID cases is alarming, but be careful when comparing it to New York in April.\n\nFL reported 1\xe2\x80\xa6'",130
b'LeitlJulie',"b'RT @Kon__K: Back on April 6, the @ASRC1 was urging Morrison Gov to act urgently to avoid the risk of #COVID19 outbreak in immigration deten\xe2\x80\xa6'",694
b'willowmycat',"b'RT @dawgfacedpony: Who do you trust more, your God given #immunesystem or the #government?  https://t.co/dzX6LCzxIt #Florida #COVID #VirusH\xe2\x80\xa6'",46764
b'RoyalRa49925643',b'Namaskar @narendramodi @PMOIndia \nMany people like me lost job because of #COVID #Pandemic.we r Intrested to become\xe2\x80\xa6 https://t.co/oxo8cfHXk2',3
b'mahinamomikai',"b""RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 31 \n30wks pregnant Lolita Davis went to Roseland Community Hospital in #Illinois on Mother's Day, then returned 5\xe2\x80\xa6""",143
b'p_koehler',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",3
b'k_madhusudhakar',b'RT @Ravindra_TNIE: #COVID-19 tests conducting with two #iMASQ buses at #IGMCstadium in #Vijayawada. @NewIndianXpress @xpressandhra @Kalyan_\xe2\x80\xa6',43
b'DavidCamposVil4',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",8
b'RoeselerC',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",718
b'cblazblaz',"b'RT @Cleavon_MD: Now we know that #COVID causes coagulation abnormalities resulting in pulmonary embolisms, strokes, cardiac arrests and DVT\xe2\x80\xa6'",1476
b'evernewecon',"b'RT @BethFratesMD: #Research: ""....lifelong exercisers have an increased ability to produce new immune system cells, compared to sedentary p\xe2\x80\xa6'",297
b'nat4lieee',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",183
b'Godhelpusameric',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',176
b'Torrent_Duck',b'Senior Oxford expert: virus may have laid dormant around us \nhttps://t.co/EAyIoGccZy\n#COVID-19 #Coronavirus',9
b'kingcoxie95',b'You\xe2\x80\x99re not gonna stop us #covid @ Ohiopyle State Park https://t.co/KeVLeGgnDl',453
b'joeblalock',"b'RT @BrentToderian: \xe2\x80\x9cThere\xe2\x80\x99s no reason why we shouldn\xe2\x80\x99t enjoy our streets as Europeans have for generations, &amp; following this extraordinary\xe2\x80\xa6'",218
b'TirukuralKaram',b'RT @AdaDerana_24: SLPP leader Prime Minister @PresRajapaksa requests all @PodujanaParty candidates to follow #Covid-19 health guidelines du\xe2\x80\xa6',121
b'travchris',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",115
b'alexbarinka',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",6465
b'25thcenturygirl',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",1914
b'willripleyCNN',"b'RT @WeatherChambers: Solid reporting, as always, from my former @KRCG13 colleague and fellow @Mizzou alum @willripleyCNN. The U.S. should b\xe2\x80\xa6'",93476
b'jeniwhel',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This is a thread of precious innocent children who have died from #COVID. \n\n@COVKIDProject\nSee https://t.co/1bDU1wC6Sn for\xe2\x80\xa6',3497
b'Barsanti17',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale!\n60 y.o. John McDaniel died from #COVID after calling it a ""political ploy"" \n\nHe called the #Ohio shutdow\xe2\x80\xa6'",121
